Region_id,ZIP,City,Lat,Lng
312,3500,Krems an der Donau,48.40997,15.60387
312,3506,Krems-Hollenburg,48.37968,15.69103
313,3641,Aggsbach Markt,48.2941,15.40444
313,3613,Albrechtsberg an der Großen Krems,48.46259,15.36881
313,3601,Dürnstein,48.39546,15.52017
313,3492,Etsdorf am Kamp,48.44389,15.74192
313,3511,Furth bei Göttweig,48.37422,15.61259
313,3494,Gedersdorf,48.43337,15.68773
313,3542,Gföhl,48.51705,15.48978
313,3611,Großheinrichschlag,48.41885,15.38302
313,3493,Hadersdorf am Kamp,48.45829,15.72002
313,3485,Haitzendorf,48.42399,15.74062
313,3544,Idolsberg,48.59623,15.48447
313,3543,Krumau am Kamp,48.58999,15.4493
313,3550,Langenlois,48.47317,15.6769
313,3552,Lengenfeld,48.47185,15.59367
313,3522,Lichtenau,48.4959,15.39071
313,3643,Maria Laach am Jauerling,48.30371,15.3445
313,3512,Mautern,48.39488,15.57601
313,3621,Mitterarnsdorf,48.36512,15.43642
313,3473,Mühlbach am Manhartsberg,48.51832,15.78926
313,3622,Mühldorf,48.37329,15.34573
313,3521,Obermeisling,48.51705,15.48978
313,3508,Paudorf,48.35625,15.61552
313,3564,Plank am Kamp,48.55801,15.68521
313,3532,Rastenfeld,48.574,15.33095
313,3495,Rohrendorf bei Krems,48.41903,15.65531
313,3602,Rossatz,48.39638,15.50427
313,3553,Schiltern,48.51437,15.62828
313,3562,Schönberg,48.51969,15.70026
313,3541,Senftenberg,48.45018,15.55464
313,3620,Spitz,48.36566,15.41408
313,3572,St. Leonhard am Hornerwald,48.59868,15.54645
313,3491,Straß im Straßertale,48.4729,15.73532
313,3610,Weißenkirchen in der Wachau,48.39761,15.47016
313,3561,Zöbing,48.49062,15.69205
314,3222,Annaberg,47.87165,15.37605
314,3153,Eschenau,48.04845,15.56664
